Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-11,0,w,15357,72693,4.73,34544,56320,1.63,0.6361,48.00,1.38,0.029500000000000002
2025-04-17,6,w,23212,48375,2.08,503849,498555,0.99,0.6922,47.00,0.38,0.008
2025-04-25,14,w,3348,2085,0.62,7623,38279,5.02,0.45539999999999997,47.50,0.88,0.018799999999999997
2025-05-02,21,w,1565,1763,1.13,4416,4878,1.1,0.3574,47.50,0.88,0.018799999999999997
2025-05-09,28,w,450,1478,3.28,11845,2568,0.22,0.3569,45.50,-1.13,-0.0241
2025-05-16,35,m,10822,24646,2.28,98170,308987,3.15,0.34049999999999997,48.00,1.38,0.029500000000000002
2025-05-23,42,w,248,626,2.52,1258,1685,1.34,0.32909999999999995,45.50,-1.13,-0.0241
2025-05-30,49,w,50,166,3.32,0,0,0,0.3396,41.50,-5.13,-0.1099
2025-06-20,70,m,1544,25393,16.45,573198,746288,1.3,0.24559999999999998,48.00,1.38,0.029500000000000002
2025-06-30,80,w,660,122,0.18,7231,8950,1.24,0.3515,50.00,3.38,0.0724
2025-07-18,98,m,2983,1413,0.47,70419,62221,0.88,0.3368,49.00,2.38,0.0509
2025-09-19,161,m,459,2296,5.0,147664,254031,1.72,0.2998,49.00,2.38,0.0509
2025-09-30,172,w,10,219,21.9,3069,1922,0.63,0.28550000000000003,46.00,-0.63,-0.0134
2025-10-17,189,m,417,15638,37.5,47069,99455,2.11,0.3259,50.00,3.38,0.0724
2025-12-19,252,m,3826,177,0.05,327521,483050,1.47,0.2686,50.00,3.38,0.0724
2025-12-31,264,w,6,79,13.17,5179,2609,0.5,0.2789,47.00,0.38,0.008
2026-01-16,280,m,8721,23052,2.64,204229,571755,2.8,0.2673,50.00,3.38,0.0724
2026-03-20,343,m,7,101,14.43,8591,16803,1.96,0.2613,48.00,1.38,0.029500000000000002
2026-03-31,354,w,2,42,21.0,1057,49,0.05,0.2666,44.00,-2.63,-0.056299999999999996
2026-12-18,616,m,10,47,4.7,66336,89195,1.34,0.2118,43.00,-3.63,-0.07769999999999999
2027-01-15,644,m,24,136,5.67,67617,145880,2.16,0.2102,49.00,2.38,0.0509
2027-12-17,980,m,33,7,0.21,29302,17456,0.6,0.2419,45.00,-1.63,-0.0349
