Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-05-02,3,w,12118,3360,0.28,24442,30856,1.26,0.2899,48.00,-0.72,-0.0147
2025-05-09,10,w,6059,5815,0.96,11512,10024,0.87,0.2493,47.50,-1.22,-0.025
2025-05-16,17,m,5677,13653,2.4,166106,425834,2.56,0.2266,48.00,-0.72,-0.0147
2025-05-23,24,w,334,140,0.42,4187,7404,1.77,0.21289999999999998,48.00,-0.72,-0.0147
2025-05-30,31,w,2814,2765,0.98,2103,12336,5.87,0.21359999999999998,48.00,-0.72,-0.0147
2025-06-06,38,w,18,55,3.06,139,263,1.89,0.2351,48.00,-0.72,-0.0147
2025-06-20,52,m,10197,69162,6.78,606477,852478,1.41,0.2118,48.00,-0.72,-0.0147
2025-06-30,62,w,723,90,0.12,7644,9253,1.21,0.2139,49.00,0.28,0.0058
2025-07-18,80,m,5999,3446,0.57,84660,93490,1.1,0.20980000000000001,48.00,-0.72,-0.0147
2025-09-19,143,m,1027,1843,1.79,152064,262098,1.72,0.22039999999999998,49.00,0.28,0.0058
2025-09-30,154,w,2,10,5.0,3160,2028,0.64,0.2376,46.00,-2.72,-0.0558
2025-10-17,171,m,209,2059,9.85,52547,109089,2.08,0.24170000000000003,50.00,1.28,0.0264
2025-12-19,234,m,30,956,31.87,337191,515737,1.53,0.2065,51.00,2.28,0.046900000000000004
2025-12-31,246,w,69,6,0.09,5134,2697,0.53,0.2188,47.00,-1.72,-0.0352
2026-01-16,262,m,808,338,0.42,223990,618190,2.76,0.20170000000000002,50.00,1.28,0.0264
2026-03-20,325,m,171,10,0.06,14233,17687,1.24,0.2262,48.00,-0.72,-0.0147
2026-03-31,336,w,1,11,11.0,1238,277,0.22,0.2214,46.00,-2.72,-0.0558
2026-06-18,415,w,0,0,0,9,44,4.89,0.22190000000000001,52.00,3.28,0.0674
2026-12-18,598,m,1,60,60.0,69284,89861,1.3,0.2077,43.00,-5.72,-0.1173
2027-01-15,626,m,39,78,2.0,71838,150554,2.1,0.2284,49.00,0.28,0.0058
2027-12-17,962,m,2,4,2.0,39899,46952,1.18,0.20679999999999998,47.00,-1.72,-0.0352
