Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-25,2,w,784,1544,1.97,5801,20855,3.6,0.261,81.50,-0.21,-0.0026
2025-05-02,9,w,184,606,3.29,1063,19008,17.88,0.2159,81.00,-0.71,-0.0087
2025-05-09,16,w,217,1127,5.19,793,21137,26.65,0.2087,82.00,0.29,0.0036
2025-05-16,23,m,709,10039,14.16,16970,59878,3.53,0.2051,81.00,-0.71,-0.0087
2025-05-23,30,w,33,25,0.76,501,771,1.54,0.2116,81.00,-0.71,-0.0087
2025-05-30,37,w,85,43,0.51,188,59,0.31,0.1984,80.50,-1.21,-0.0148
2025-06-20,58,m,752,6479,8.62,69220,85789,1.24,0.1923,81.00,-0.71,-0.0087
2025-09-19,149,m,156,1086,6.96,12867,21292,1.65,0.18309999999999998,81.00,-0.71,-0.0087
2025-10-17,177,m,60,71,1.18,5276,26350,4.99,0.1793,79.00,-2.71,-0.0332
2025-12-19,240,m,0,0,0,65,9,0.14,0.1723,82.00,0.29,0.0036
2026-01-16,268,m,1424,528,0.37,11324,17697,1.56,0.1686,80.00,-1.71,-0.0209
2027-01-15,632,m,70,164,2.34,2067,3564,1.72,0.161,82.00,0.29,0.0036
