Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-25,0,w,488,5390,11.05,5817,17579,3.02,0.7156,81.50,0.51,0.0063
2025-05-02,7,w,370,11314,30.58,1213,19517,16.09,0.1576,81.00,0.01,0.0001
2025-05-09,14,w,134,692,5.16,1041,22777,21.88,0.1677,81.50,0.51,0.0063
2025-05-16,21,m,1492,3266,2.19,16251,71811,4.42,0.17600000000000002,81.00,0.01,0.0001
2025-05-23,28,w,78,265,3.4,595,809,1.36,0.2481,81.00,0.01,0.0001
2025-05-30,35,w,45,23,0.51,313,146,0.47,0.2162,80.50,-0.49,-0.0060999999999999995
2025-06-06,42,w,0,0,0,8,10,1.25,0.18760000000000002,81.00,0.01,0.0001
2025-06-20,56,m,1187,6275,5.29,70460,97340,1.38,0.1545,81.00,0.01,0.0001
2025-09-19,147,m,67,955,14.25,18030,42693,2.37,0.16260000000000002,81.00,0.01,0.0001
2025-10-17,175,m,86,105,1.22,5533,26795,4.84,0.1698,79.00,-1.99,-0.0246
2025-12-19,238,m,1,0,0.0,66,11,0.17,0.1753,82.00,1.01,0.0124
2026-01-16,266,m,230,208,0.9,12407,18372,1.48,0.17120000000000002,81.00,0.01,0.0001
2027-01-15,630,m,7,0,0.0,2149,3702,1.72,0.1419,82.00,1.01,0.0124
