Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-05-02,0,w,1340508,597045,0.45,955170,791450,0.83,0.0889,107.00,-7.24,-0.0634
2025-05-09,7,w,638401,319334,0.5,283854,397455,1.4,0.426,109.00,-5.24,-0.045899999999999996
2025-05-16,14,m,190517,216483,1.14,1100471,977103,0.89,0.4375,110.00,-4.24,-0.0371
2025-05-23,21,w,82691,36716,0.44,270249,131116,0.49,0.4456,105.00,-9.24,-0.0809
2025-05-30,28,w,52765,34685,0.66,130810,65884,0.5,0.5363,106.00,-8.24,-0.0721
2025-06-06,35,w,18548,10673,0.58,26818,15355,0.57,0.5207999999999999,108.00,-6.24,-0.0546
2025-06-13,42,w,2740,3078,1.12,1262,718,0.57,0.5106,110.00,-4.24,-0.0371
2025-06-20,49,m,83943,97474,1.16,2511957,2263594,0.9,0.4947,100.00,-14.24,-0.1246
2025-07-18,77,m,30907,17463,0.57,475987,434553,0.91,0.47130000000000005,115.00,0.76,0.0067
2025-08-15,105,m,19635,18578,0.95,351187,467434,1.33,0.4672,120.00,5.76,0.0504
2025-09-19,140,m,14704,8227,0.56,568536,739749,1.3,0.4853,115.00,0.76,0.0067
2025-10-17,168,m,8079,5691,0.7,236677,241284,1.02,0.47729999999999995,110.00,-4.24,-0.0371
2025-11-21,203,m,5014,8772,1.75,105213,158067,1.5,0.4819,115.00,0.76,0.0067
2025-12-19,231,m,9906,4196,0.42,869095,1084511,1.25,0.48210000000000003,86.00,-28.24,-0.24719999999999998
2026-01-16,259,m,18956,13665,0.72,1310478,1356851,1.04,0.4763,100.00,-14.24,-0.1246
2026-03-20,322,m,7463,6747,0.9,286299,280826,0.98,0.4771,110.00,-4.24,-0.0371
2026-06-18,412,w,4901,4246,0.87,517638,627716,1.21,0.4768,100.00,-14.24,-0.1246
2026-09-18,504,m,1321,646,0.49,85070,64517,0.76,0.47700000000000004,115.00,0.76,0.0067
2026-12-18,595,m,2444,2352,0.96,754856,573848,0.76,0.4779,90.00,-24.24,-0.2122
2027-01-15,623,m,2965,3781,1.28,393007,360800,0.92,0.4758,110.00,-4.24,-0.0371
2027-06-17,776,w,2466,2100,0.85,41045,42718,1.04,0.47240000000000004,105.00,-9.24,-0.0809
2027-12-17,959,m,4898,2199,0.45,160600,132760,0.83,0.46869999999999995,100.00,-14.24,-0.1246
