Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-25,2,w,54579,44269,0.81,67102,46673,0.7,0.3713,365.00,-10.95,-0.0291
2025-05-02,9,w,13418,8097,0.6,36800,28070,0.76,0.4559,370.00,-5.95,-0.0158
2025-05-09,16,w,3933,2458,0.62,19667,16059,0.82,0.39030000000000004,310.00,-65.95,-0.1754
2025-05-16,23,m,10246,10369,1.01,163725,110480,0.67,0.3469,390.00,14.05,0.0374
2025-05-23,30,w,1475,1631,1.11,7043,4054,0.58,0.3444,365.00,-10.95,-0.0291
2025-05-30,37,w,1863,1231,0.66,7094,4991,0.7,0.3249,370.00,-5.95,-0.0158
2025-06-20,58,m,10285,8841,0.86,206753,151038,0.73,0.3014,390.00,14.05,0.0374
2025-07-18,86,m,4834,3197,0.66,60360,42041,0.7,0.2928,395.00,19.05,0.0507
2025-08-15,114,m,2456,1166,0.47,42052,59350,1.41,0.3035,430.00,54.05,0.1438
2025-09-19,149,m,1472,1118,0.76,57556,55444,0.96,0.2849,400.00,24.05,0.064
2025-10-17,177,m,983,837,0.85,12167,17388,1.43,0.2899,390.00,14.05,0.0374
2025-12-19,240,m,1467,715,0.49,74153,90449,1.22,0.2887,400.00,24.05,0.064
2026-01-16,268,m,1360,1270,0.93,121199,107703,0.89,0.2843,400.00,24.05,0.064
2026-03-20,331,m,512,573,1.12,14029,14779,1.05,0.27899999999999997,380.00,4.05,0.0108
2026-06-18,421,w,2220,616,0.28,39087,25883,0.66,0.2801,380.00,4.05,0.0108
2026-12-18,604,m,1133,81,0.07,82686,33245,0.4,0.2821,370.00,-5.95,-0.0158
2027-01-15,632,m,861,766,0.89,34552,23053,0.67,0.281,400.00,24.05,0.064
2027-06-17,785,w,77,326,4.23,4513,3112,0.69,0.2845,380.00,4.05,0.0108
2027-12-17,968,m,921,307,0.33,22864,14622,0.64,0.2866,320.00,-55.95,-0.14880000000000002
