Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-11,0,w,66507,31524,0.47,92927,55806,0.6,0.0677,362.50,-25.11,-0.06480000000000001
2025-04-17,6,w,62078,34885,0.56,199543,132755,0.67,0.3709,382.50,-5.11,-0.0132
2025-04-25,14,w,7398,6304,0.85,23897,19738,0.83,0.3529,362.50,-25.11,-0.06480000000000001
2025-05-02,21,w,3254,1738,0.53,22985,15925,0.69,0.3924,370.00,-17.61,-0.0454
2025-05-09,28,w,3866,1327,0.34,12803,9656,0.75,0.37420000000000003,330.00,-57.61,-0.14859999999999998
2025-05-16,35,m,18037,4474,0.25,144058,99581,0.69,0.36210000000000003,395.00,7.39,0.0191
2025-05-23,42,w,405,519,1.28,4265,2711,0.64,0.3448,370.00,-17.61,-0.0454
2025-05-30,49,w,245,991,4.04,91,79,0.87,0.3325,380.00,-7.61,-0.0196
2025-06-20,70,m,6231,5447,0.87,202968,140608,0.69,0.3194,390.00,2.39,0.0062
2025-07-18,98,m,2438,2110,0.87,54472,35278,0.65,0.308,400.00,12.39,0.032
2025-08-15,126,m,970,680,0.7,38784,58451,1.51,0.3095,430.00,42.39,0.1094
2025-09-19,161,m,1744,1161,0.67,55274,54384,0.98,0.3007,400.00,12.39,0.032
2025-10-17,189,m,328,498,1.52,8894,13403,1.51,0.2966,390.00,2.39,0.0062
2025-12-19,252,m,1602,1844,1.15,72323,89440,1.24,0.2948,400.00,12.39,0.032
2026-01-16,280,m,3398,6573,1.93,119987,101679,0.85,0.2929,400.00,12.39,0.032
2026-03-20,343,m,311,310,1.0,13145,12915,0.98,0.2918,380.00,-7.61,-0.0196
2026-06-18,433,w,662,479,0.72,33092,23928,0.72,0.2887,380.00,-7.61,-0.0196
2026-12-18,616,m,109,606,5.56,82912,32625,0.39,0.2913,370.00,-17.61,-0.0454
2027-01-15,644,m,358,460,1.28,32850,21866,0.67,0.2916,400.00,12.39,0.032
2027-06-17,797,w,206,217,1.05,4105,2830,0.69,0.2929,380.00,-7.61,-0.0196
2027-12-17,980,m,316,101,0.32,22201,9101,0.41,0.2967,320.00,-67.61,-0.1744
