Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-21,3,w,262035,314262,1.2,56626,75834,1.34,0.26030000000000003,449.00,4.9,0.011000000000000001
2025-04-22,4,w,42300,53997,1.28,48707,36654,0.75,0.2924,447.00,2.9,0.006500000000000001
2025-04-23,5,w,26503,23708,0.89,18621,27521,1.48,0.316,446.00,1.9,0.0043
2025-04-24,6,w,12093,23616,1.95,9248,13798,1.49,0.3336,456.00,11.9,0.0268
2025-04-25,7,w,56804,71437,1.26,140755,262904,1.87,0.3386,455.00,10.9,0.0245
2025-04-28,10,w,6544,5049,0.77,7311,8525,1.17,0.3005,456.00,11.9,0.0268
2025-04-29,11,w,2465,2829,1.15,1857,2902,1.56,0.30870000000000003,457.00,12.9,0.028999999999999998
2025-04-30,12,w,19637,24206,1.23,116723,174163,1.49,0.317,460.00,15.9,0.0358
2025-05-01,13,w,1230,1558,1.27,0,0,0,0.3207,380.00,-64.1,-0.14429999999999998
2025-05-02,14,w,20959,36728,1.75,126477,311740,2.46,0.3318,450.00,5.9,0.013300000000000001
2025-05-09,21,w,8425,10055,1.19,53293,46505,0.87,0.32789999999999997,456.00,11.9,0.0268
2025-05-16,28,m,165865,82994,0.5,630269,871988,1.38,0.3187,460.00,15.9,0.0358
2025-05-23,35,w,3455,4326,1.25,15430,22364,1.45,0.3157,457.00,12.9,0.028999999999999998
2025-05-30,42,w,13589,6356,0.47,63812,188193,2.95,0.3107,472.00,27.9,0.06280000000000001
2025-06-20,63,m,30911,27652,0.89,609252,1013114,1.66,0.2991,480.00,35.9,0.0808
2025-06-30,73,w,3084,2602,0.84,168839,105187,0.62,0.29510000000000003,475.00,30.9,0.0696
2025-07-18,91,m,7260,5020,0.69,45718,91792,2.01,0.29710000000000003,450.00,5.9,0.013300000000000001
2025-07-31,104,w,2246,1503,0.67,21659,20548,0.95,0.2934,460.00,15.9,0.0358
2025-08-15,119,m,1235,2038,1.65,100108,132099,1.32,0.2877,480.00,35.9,0.0808
2025-08-29,133,w,598,309,0.52,14395,13226,0.92,0.2899,465.00,20.9,0.0471
2025-09-19,154,m,4044,7658,1.89,265724,320810,1.21,0.2866,485.00,40.9,0.09210000000000002
2025-09-30,165,w,800,1401,1.75,46013,45661,0.99,0.2861,486.00,41.9,0.0943
2025-11-21,217,m,462,230,0.5,16567,13998,0.84,0.28,460.00,15.9,0.0358
2025-12-19,245,m,4845,4177,0.86,226794,425562,1.88,0.2777,489.78,45.68,0.10289999999999999
2025-12-31,257,w,303,1054,3.48,22801,20883,0.92,0.27440000000000003,499.00,54.9,0.12359999999999999
2026-01-16,273,m,6828,4925,0.72,178856,192969,1.08,0.2736,484.78,40.68,0.0916
2026-03-20,336,m,2359,1629,0.69,49702,67283,1.35,0.27,485.00,40.9,0.09210000000000002
2026-03-31,347,w,325,61,0.19,15713,5560,0.35,0.26890000000000003,450.00,5.9,0.013300000000000001
2026-06-18,426,w,773,886,1.15,48914,102143,2.09,0.2658,510.00,65.9,0.1484
2026-09-18,518,m,261,98,0.38,14473,20900,1.44,0.2626,550.00,105.9,0.23850000000000002
2026-12-18,609,m,8362,3121,0.37,76053,149566,1.97,0.25989999999999996,500.00,55.9,0.1259
2027-01-15,637,m,3118,320,0.1,54657,33966,0.62,0.2588,500.00,55.9,0.1259
2027-06-17,790,w,39,15,0.38,1315,9673,7.36,0.2579,445.00,0.9,0.002
2027-12-17,973,m,241,369,1.53,16292,22271,1.37,0.2584,480.00,35.9,0.0808
