Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-05-20,0,w,1151030,1056201,0.92,85748,115980,1.35,0.0437,519.00,-0.03,-0.0001
2025-05-21,1,w,264608,270943,1.02,31035,73026,2.35,0.2006,519.00,-0.03,-0.0001
2025-05-22,2,w,41917,62812,1.5,22654,66100,2.92,0.20600000000000002,520.00,0.97,0.0019
2025-05-23,3,w,90972,170773,1.88,215477,400755,1.86,0.2119,510.00,-9.03,-0.0174
2025-05-27,7,w,22686,21747,0.96,16874,21603,1.28,0.16870000000000002,520.00,0.97,0.0019
2025-05-28,8,w,6547,8527,1.3,3444,13071,3.8,0.18780000000000002,521.00,1.97,0.0038
2025-05-29,9,w,4843,7385,1.52,3055,6523,2.14,0.19940000000000002,520.00,0.97,0.0019
2025-05-30,10,w,34895,49187,1.41,223627,457148,2.04,0.2052,500.00,-19.03,-0.036699999999999997
2025-06-02,13,w,1428,3325,2.33,962,2088,2.17,0.1918,525.00,5.97,0.0115
2025-06-03,14,w,946,1467,1.55,0,0,0,0.19149999999999998,445.00,-74.03,-0.1426
2025-06-06,17,w,11525,17158,1.49,72295,217312,3.01,0.2053,505.00,-14.03,-0.027000000000000003
2025-06-13,24,w,5149,7937,1.54,32668,34371,1.05,0.203,500.00,-19.03,-0.036699999999999997
2025-06-20,31,m,55936,60118,1.07,976147,1197161,1.23,0.2009,484.78,-34.25,-0.066
2025-06-27,38,w,1306,2002,1.53,8342,8921,1.07,0.19920000000000002,510.00,-9.03,-0.0174
2025-06-30,41,w,3372,22373,6.63,166254,172776,1.04,0.196,485.00,-34.03,-0.06559999999999999
2025-07-18,59,m,12339,23699,1.92,112975,318331,2.82,0.204,490.00,-29.03,-0.0559
2025-07-31,72,w,1047,2745,2.62,34227,48215,1.41,0.20620000000000002,493.00,-26.03,-0.0501
2025-08-15,87,m,3697,9165,2.48,137393,190216,1.38,0.21109999999999998,485.00,-34.03,-0.06559999999999999
2025-08-29,101,w,811,553,0.68,25472,20942,0.82,0.21539999999999998,480.00,-39.03,-0.07519999999999999
2025-09-19,122,m,6187,12162,1.97,352898,455979,1.29,0.21710000000000002,485.00,-34.03,-0.06559999999999999
2025-09-30,133,w,1137,1300,1.14,56633,60902,1.08,0.2177,488.00,-31.03,-0.059800000000000006
2025-11-21,185,m,1342,2196,1.64,27006,273785,10.14,0.22579999999999997,480.00,-39.03,-0.07519999999999999
2025-12-19,213,m,1718,6094,3.55,295199,492341,1.67,0.2281,490.00,-29.03,-0.0559
2025-12-31,225,w,1050,398,0.38,28925,27048,0.94,0.22640000000000002,493.00,-26.03,-0.0501
2026-01-16,241,m,21476,3373,0.16,205127,210459,1.03,0.2273,480.00,-39.03,-0.07519999999999999
2026-03-20,304,m,282,3426,12.15,107626,88935,0.83,0.2306,485.00,-34.03,-0.06559999999999999
2026-03-31,315,w,37,158,4.27,23608,8877,0.38,0.22920000000000001,455.00,-64.03,-0.1234
2026-06-18,394,w,5824,3309,0.57,65759,119715,1.82,0.23420000000000002,509.78,-9.25,-0.0178
2026-09-18,486,m,184,127,0.69,18274,28440,1.56,0.23579999999999998,550.00,30.97,0.059699999999999996
2026-12-18,577,m,75,979,13.05,92112,173591,1.88,0.2369,500.00,-19.03,-0.036699999999999997
2027-01-15,605,m,197,201,1.02,63064,36618,0.58,0.2376,500.00,-19.03,-0.036699999999999997
2027-06-17,758,w,130,7,0.05,20266,18872,0.93,0.2457,445.00,-74.03,-0.1426
2027-12-17,941,m,246,323,1.31,22412,39866,1.78,0.24489999999999998,480.00,-39.03,-0.07519999999999999
