Strike,Last_Price,Bid,Mid,Ask,Volume,OI,IV,Delta,Gamma,Theta,Vega,OptionType,Expiration,UndPrice
95.00,56.15,55.95,56.28,56.60,1,7,5.1952,0.97,0.0018,-1.54,0.01,Call,2025-04-04,150.72
100.00,51.15,50.95,51.30,51.65,1,3,4.7391000000000005,0.96,0.0022,-1.55,0.01,Call,2025-04-04,150.72
105.00,,46.00,46.30,46.60,0,9,4.2614,0.96,0.0027,-1.51,0.01,Call,2025-04-04,150.72
110.00,,40.95,41.23,41.50,0,12,3.6999,0.96,0.0031,-1.33,0.01,Call,2025-04-04,150.72
115.00,,35.95,36.28,36.60,0,5,3.3259,0.95,0.0040,-1.38,0.01,Call,2025-04-04,150.72
120.00,31.2,31.10,31.33,31.55,3,38,2.9499,0.94,0.0051,-1.40,0.01,Call,2025-04-04,150.72
125.00,,26.05,26.25,26.45,0,10,2.4501,0.94,0.0065,-1.23,0.01,Call,2025-04-04,150.72
130.00,,21.15,21.30,21.45,0,13,2.0823,0.92,0.0090,-1.23,0.01,Call,2025-04-04,150.72
131.00,20.3,20.15,20.42,20.70,4,4,2.0993,0.91,0.0100,-1.38,0.01,Call,2025-04-04,150.72
132.00,20.5,19.10,19.30,19.50,1,4,1.9162000000000001,0.91,0.0103,-1.19,0.01,Call,2025-04-04,150.72
133.00,18.38,18.20,18.30,18.40,13,4,1.8332,0.91,0.0111,-1.17,0.01,Call,2025-04-04,150.72
134.00,17.95,17.15,17.30,17.45,1,5,1.7501,0.91,0.0120,-1.16,0.01,Call,2025-04-04,150.72
135.00,17.5,16.05,16.23,16.40,84,195,1.6095,0.91,0.0127,-1.04,0.01,Call,2025-04-04,150.72
136.00,15.35,15.20,15.33,15.45,3,4,1.6014,0.90,0.0142,-1.15,0.01,Call,2025-04-04,150.72
137.00,,14.20,14.33,14.45,0,12,1.5171000000000001,0.89,0.0155,-1.12,0.01,Call,2025-04-04,150.72
138.00,13.8,13.05,13.25,13.45,3,50,1.3817,0.89,0.0167,-1.01,0.01,Call,2025-04-04,150.72
139.00,13.15,12.25,12.38,12.50,1,3,1.379,0.88,0.0188,-1.13,0.02,Call,2025-04-04,150.72
140.00,11.7,11.25,11.35,11.45,8,32,1.2772,0.87,0.0208,-1.07,0.02,Call,2025-04-04,150.72
141.00,11.25,10.10,10.35,10.60,2,40,1.1903,0.86,0.0233,-1.04,0.02,Call,2025-04-04,150.72
142.00,9.35,9.30,9.53,9.75,13,16,1.1959,0.84,0.0262,-1.18,0.02,Call,2025-04-04,150.72
143.00,,8.35,8.45,8.55,0,10,1.0655,0.83,0.0298,-1.06,0.02,Call,2025-04-04,150.72
144.00,8.25,7.40,7.50,7.60,1,27,0.9967,0.81,0.0340,-1.06,0.02,Call,2025-04-04,150.72
145.00,6.65,6.45,6.63,6.80,52,153,0.9565,0.79,0.0386,-1.11,0.02,Call,2025-04-04,150.72
146.00,6.55,5.55,5.63,5.70,22,24,0.8554,0.77,0.0454,-1.05,0.02,Call,2025-04-04,150.72
147.00,4.55,4.70,4.80,4.90,64,112,0.8187000000000001,0.73,0.0516,-1.09,0.03,Call,2025-04-04,150.72
148.00,3.69,3.90,3.97,4.05,100,276,0.7687999999999999,0.68,0.0590,-1.10,0.03,Call,2025-04-04,150.72
