Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-04,1,w,65633,36314,0.55,102517,49902,0.49,0.5827,160.00,9.27,0.061500000000000006
2025-04-11,8,w,27685,13832,0.5,29199,25494,0.87,0.44520000000000004,157.50,6.77,0.0449
2025-04-17,14,w,39295,47087,1.2,226413,122098,0.54,0.41340000000000005,165.00,14.27,0.0947
2025-04-25,22,w,4878,1657,0.34,28433,20075,0.71,0.41840000000000005,130.00,-20.73,-0.1375
2025-05-02,29,w,3399,4014,1.18,19790,18151,0.92,0.4551,155.00,4.27,0.028300000000000002
2025-05-09,36,w,2118,517,0.24,2793,3036,1.09,0.4346,160.00,9.27,0.061500000000000006
2025-05-16,43,m,21909,13070,0.6,165748,92032,0.56,0.42100000000000004,165.00,14.27,0.0947
2025-05-23,50,w,143,112,0.78,0,0,0,0.4046,90.00,-60.73,-0.4029
2025-06-20,78,m,14986,15644,1.04,279791,215262,0.77,0.37560000000000004,165.00,14.27,0.0947
2025-07-18,106,m,4257,3256,0.76,63904,48204,0.75,0.3601,170.00,19.27,0.1278
2025-08-15,134,m,5358,3057,0.57,56474,71685,1.27,0.3705,170.00,19.27,0.1278
2025-09-19,169,m,6618,5566,0.84,93580,99416,1.06,0.35710000000000003,170.00,19.27,0.1278
2025-10-17,197,m,1820,618,0.34,11124,18301,1.65,0.3517,160.00,9.27,0.061500000000000006
2025-11-21,232,m,771,737,0.96,1195,2976,2.49,0.3588,160.00,9.27,0.061500000000000006
2025-12-19,260,m,7914,9558,1.21,85394,95868,1.12,0.3518,170.00,19.27,0.1278
2026-01-16,288,m,14140,3311,0.23,309214,140705,0.46,0.3481,160.00,9.27,0.061500000000000006
2026-03-20,351,m,2387,2238,0.94,22540,39747,1.76,0.3478,170.00,19.27,0.1278
2026-06-18,441,w,1822,1031,0.57,36741,38239,1.04,0.3481,160.00,9.27,0.061500000000000006
2026-09-18,533,m,81,920,11.36,1025,3731,3.64,0.35100000000000003,160.00,9.27,0.061500000000000006
2026-12-18,624,m,2501,324,0.13,50483,42558,0.84,0.3502,170.00,19.27,0.1278
2027-01-15,652,m,1996,1586,0.79,89239,43390,0.49,0.3504,165.00,14.27,0.0947
2027-06-17,805,w,260,21,0.08,544,356,0.65,0.3508,215.00,64.27,0.4264
2027-12-17,988,m,1522,259,0.17,8531,6631,0.78,0.3513,150.00,-0.73,-0.0048
