Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-05-02,4,w,31,69,2.23,2069,4619,2.23,0.7265999999999999,81.00,-1.75,-0.0212
2025-05-09,11,w,4,3,0.75,35,295,8.43,0.41840000000000005,80.50,-2.25,-0.027200000000000002
2025-05-16,18,m,93,345,3.71,111026,159783,1.44,0.4058,78.00,-4.75,-0.0574
2025-05-23,25,w,16,4,0.25,72,172,2.39,0.2968,80.50,-2.25,-0.027200000000000002
2025-05-30,32,w,39,27,0.69,159,126,0.79,0.2663,83.00,0.25,0.003
2025-06-06,39,w,5,4,0.8,0,0,0,0.24600000000000002,60.00,-22.75,-0.275
2025-06-20,53,m,124,328,2.65,52682,53542,1.02,0.2377,86.00,3.25,0.0392
2025-09-19,144,m,62,74,1.19,27549,11839,0.43,0.2162,90.00,7.25,0.0876
2025-12-19,235,m,16,0,0.0,9,102,11.33,0.2151,85.00,2.25,0.0271
2026-01-16,263,m,73,66,0.9,4217,7723,1.83,0.2151,85.00,2.25,0.0271
2027-01-15,627,m,21,1,0.05,954,2778,2.91,0.2078,85.00,2.25,0.0271
