Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-11,1,w,23,13,0.57,89,83,0.93,1.483,78.00,-1.9,-0.023799999999999998
2025-04-17,7,w,28,63,2.25,14856,24320,1.64,0.5795,86.00,6.1,0.07629999999999999
2025-04-25,15,w,4,117,29.25,16,5,0.31,0.4303,80.50,0.6,0.0075
2025-05-02,22,w,8,0,0.0,5,3,0.6,0.3342,82.00,2.1,0.0263
2025-05-09,29,w,9,8,0.89,11,0,0.0,0.3618,61.00,-18.9,-0.2365
2025-05-16,36,m,70335,100160,1.42,71920,104302,1.45,0.3048,78.00,-1.9,-0.023799999999999998
2025-05-23,43,w,1,0,0.0,7,150,21.43,0.321,76.00,-3.9,-0.048799999999999996
2025-06-20,71,m,5988,36,0.01,44319,46040,1.04,0.235,86.00,6.1,0.07629999999999999
2025-09-19,162,m,33,110,3.33,24660,9286,0.38,0.2565,90.00,10.1,0.1264
2026-01-16,281,m,56,37,0.66,3907,7482,1.92,0.3642,86.00,6.1,0.07629999999999999
2027-01-15,645,m,15,4,0.27,918,2340,2.55,0.14550000000000002,84.00,4.1,0.0513
