Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-25,1,w,112392,85520,0.76,168099,92355,0.55,0.6412,89.00,-5.63,-0.059500000000000004
2025-05-02,8,w,52936,28635,0.54,71260,35998,0.51,0.5205,90.00,-4.63,-0.0489
2025-05-09,15,w,10436,5212,0.5,37503,15555,0.41,0.6873,92.00,-2.63,-0.0278
2025-05-16,22,m,16706,13102,0.78,243481,180122,0.74,0.6420999999999999,100.00,5.37,0.0567
2025-05-23,29,w,2272,665,0.29,11246,5416,0.48,0.6043,90.00,-4.63,-0.0489
2025-05-30,36,w,1747,1371,0.78,5559,2812,0.51,0.5585,89.00,-5.63,-0.059500000000000004
2025-06-06,43,w,162,54,0.33,0,0,0,0.5597,81.00,-13.63,-0.14400000000000002
2025-06-20,57,m,11107,28636,2.58,391027,288822,0.74,0.5379,110.00,15.37,0.1624
2025-07-18,85,m,5684,2261,0.4,104059,77386,0.74,0.5145000000000001,105.00,10.37,0.1096
2025-08-15,113,m,2415,1048,0.43,105620,90327,0.86,0.5264,110.00,15.37,0.1624
2025-09-19,148,m,1969,3611,1.83,136638,173778,1.27,0.4893,110.00,15.37,0.1624
2025-10-17,176,m,1421,1899,1.34,43275,49050,1.13,0.5047999999999999,105.00,10.37,0.1096
2025-11-21,211,m,2919,422,0.14,34024,31496,0.93,0.5033,105.00,10.37,0.1096
2025-12-19,239,m,1116,996,0.89,107765,104692,0.97,0.5097999999999999,115.00,20.37,0.21530000000000002
2026-01-16,267,m,4585,2441,0.53,267186,192327,0.72,0.5006,120.00,25.37,0.2681
2026-02-20,302,m,288,101,0.35,13084,10968,0.84,0.49670000000000003,90.00,-4.63,-0.0489
2026-03-20,330,m,841,830,0.99,44210,43830,0.99,0.4925,100.00,5.37,0.0567
2026-06-18,420,w,870,175,0.2,91178,76231,0.84,0.4866,115.00,20.37,0.21530000000000002
2026-12-18,603,m,1452,144,0.1,68664,47370,0.69,0.48369999999999996,130.00,35.37,0.3738
2027-01-15,631,m,2216,280,0.13,109131,90746,0.83,0.4841,100.00,5.37,0.0567
2027-06-17,784,w,6,12,2.0,0,0,0,0.4832,30.00,-64.63,-0.6829999999999999
2027-12-17,967,m,1152,565,0.49,12775,11653,0.91,0.47619999999999996,95.00,0.37,0.0039000000000000003
