Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-25,0,w,5688,10890,1.91,16853,30485,1.81,0.0501,69.00,5.58,0.08789999999999999
2025-05-02,7,w,7357,16128,2.19,8849,21645,2.45,0.7158,69.00,5.58,0.08789999999999999
2025-05-09,14,w,861,4858,5.64,6540,4659,0.71,0.591,65.00,1.58,0.0248
2025-05-16,21,m,3321,5926,1.78,25966,104733,4.03,0.6504000000000001,60.00,-3.42,-0.054000000000000006
2025-05-23,28,w,259,122,0.47,2587,2583,1.0,0.6956,60.00,-3.42,-0.054000000000000006
2025-05-30,35,w,154,144,0.94,930,693,0.75,0.7332,52.00,-11.42,-0.1801
2025-06-06,42,w,54,109,2.02,0,138,∞,0.7004,66.50,3.08,0.048499999999999995
2025-06-20,56,m,2119,2105,0.99,36681,32557,0.89,0.7317,58.00,-5.42,-0.0855
2025-07-18,84,m,93,1274,13.7,296,1294,4.37,0.7687,75.00,11.58,0.1825
2025-09-19,147,m,123,437,3.55,11939,12677,1.06,0.8015000000000001,55.00,-8.42,-0.1328
2025-12-19,238,m,30,12,0.4,185,328,1.77,0.8266,75.00,11.58,0.1825
2026-01-16,266,m,1201,1280,1.07,15502,18660,1.2,0.8295,50.00,-13.42,-0.21170000000000003
2027-01-15,630,m,13,62,4.77,1951,3283,1.68,0.8587,53.00,-10.42,-0.16440000000000002
