Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-03-21,0,m,6890,17360,2.52,64555,80716,1.25,0.2682,48.00,-0.38,-0.0079
2025-03-28,7,w,6492,8080,1.24,9872,17779,1.8,0.5046,49.00,0.62,0.0128
2025-04-04,14,w,1007,3261,3.24,11974,3504,0.29,0.5589,47.00,-1.38,-0.0285
2025-04-11,21,w,851,470,0.55,4244,1739,0.41,0.5891,48.00,-0.38,-0.0079
2025-04-17,27,w,1924,1378,0.72,25054,43415,1.73,0.5844,50.00,1.62,0.0335
2025-04-25,35,w,254,182,0.72,2574,1171,0.45,0.6037,50.00,1.62,0.0335
2025-05-02,42,w,90,192,2.13,723,638,0.88,0.5954999999999999,50.00,1.62,0.0335
2025-05-16,56,m,1893,883,0.47,5342,7701,1.44,0.6452,50.00,1.62,0.0335
2025-06-20,91,m,193,105,0.54,16816,13360,0.79,0.6829999999999999,50.00,1.62,0.0335
2025-09-19,182,m,60,17,0.28,6635,4146,0.62,0.758,50.00,1.62,0.0335
2026-01-16,301,m,592,43,0.07,9934,12873,1.3,0.8079999999999999,50.00,1.62,0.0335
2027-01-15,665,m,0,1,∞,1529,1963,1.28,0.8405,50.00,1.62,0.0335
