Expiration,DTE,Type,VolumeCall,VolumePut,Volume_PC_Ratio,OICall,OIPut,OI_PC_Ratio,ImpliedVol,MaxPain,MaxPainvsCurrPrice,MaxPainvsCurrPrice_pct
2025-04-11,0,w,17888,24286,1.36,23721,44296,1.87,2.073,69.00,-8.36,-0.10800000000000001
2025-04-17,6,w,6574,12836,1.95,37661,86410,2.29,1.8499,59.00,-18.36,-0.2373
2025-04-25,14,w,2109,4853,2.3,7898,12532,1.59,1.6447999999999998,60.00,-17.36,-0.22440000000000002
2025-05-02,21,w,1111,1549,1.39,4908,9062,1.85,1.5726,65.00,-12.36,-0.1597
2025-05-09,28,w,765,398,0.52,3235,2220,0.69,1.4683000000000002,55.00,-22.36,-0.289
2025-05-16,35,m,2720,19144,7.04,26576,75768,2.85,1.4046,60.00,-17.36,-0.22440000000000002
2025-05-23,42,w,547,389,0.71,1839,2066,1.12,1.337,60.00,-17.36,-0.22440000000000002
2025-05-30,49,w,4,39,9.75,0,0,0,1.2669,64.00,-13.36,-0.1726
2025-06-20,70,m,1708,4054,2.37,33377,28192,0.84,1.2734,55.00,-22.36,-0.289
2025-09-19,161,m,283,754,2.66,11777,12182,1.03,1.1420000000000001,55.00,-22.36,-0.289
2026-01-16,280,m,1026,223,0.22,13271,16350,1.23,1.0393999999999999,50.00,-27.36,-0.35359999999999997
2027-01-15,644,m,49,63,1.29,1789,2683,1.5,0.9470000000000001,50.00,-27.36,-0.35359999999999997
